elektrische Last,Wärmelast
2.649768827,3.462240663
2.747483878,3.354394092
1.19612127,3.315930663
0.255347474,3.264789514
0.462003202,3.233428344
0.912259758,3.229540749
1.118915486,3.362381688
0.57051759,3.486793271
1.053598445,3.665202626
0.747996163,3.660282239
0.791903992,3.71852686
0.702620002,3.624442139
0.555692185,3.495635341
0.565544211,3.397221871
0.642371071,3.334753988
0.690778624,3.311192444
0.423021386,3.357496165
0.354672952,3.396590687
0.202108639,3.560982221
0.462429492,3.827109191
0.203908528,3.986916995
0.474081408,3.929327448
1.1429298,3.765272795
0.782146697,3.601152888
0.248574206,3.462240663
0.709061712,3.354394092
0.756285127,3.315930663
0.576722472,3.264789514
0.468539643,3.233428344
0.756143031,3.229540749
0.672021882,3.362381688
1.603512037,3.486793271
0.799387743,3.665202626
0.6274983,3.660282239
0.508895059,3.71852686
0.567391466,3.624442139
0.534188242,3.495635341
0.616935791,3.012587583
0.468539643,2.950119699
0.562986473,2.929855021
0.58160112,2.971762921
0.616130578,3.010857444
0.387497252,3.175248977
0.457029823,3.436980127
0.45442472,3.600084796
0.406064533,3.543594205
1.2905681,3.376242686
0.434625936,3.214320689
0.633087431,3.077606375
0.378592536,2.971957713
0.374945392,2.93459324
0.586195574,2.884551046
0.360972566,2.853189876
0.497479971,2.848203326
0.844669172,2.979945309
0.699020223,3.110950624
0.785651744,3.287162068
0.767747581,3.276746906
0.852200289,3.329496751
0.904681276,3.243104715
0.759411251,3.115396873
0.277372437,3.012587583
0.609925696,2.950119699
0.519883858,2.929855021
0.209118735,2.971762921
0.73430753,3.010857444
0.632755872,3.175248977
0.484880744,3.436980127
